score,comment
5,可以可以，很骚主要是，非常满意，音质不错，还是可以的的！
5,Sony的产品还是不错的
5,样子漂亮正在研究
5,太忙，没怎么煲机，耳机不错，电池挺耐用
5,讲道理这次购物其实挺后悔的。说是重低音加强，没想到真的强到起飞。完全盖过了人声和所有细节，只有低音，造成听感发闷，不舒服也不好听。看来我其实不适合强重低音。有个重低音开关，打开后低音又被拉高一倍以上，就真的只剩动次打次了。要说低音素质，乃至整个频段的素质，其实还行，低音有下潜，解析也不错，但是就是要把低音拉上天的eq设置真让人头大。好在app里可以调低音量，我把他拉到-10，终于勉强可以听了。当然也导致现在的情况是，开启重低音后，低音变少。关闭后恢复强低音。整体质感不错。但是注意，整机材质其实都是塑料，包括头梁，索尼发挥了绝技，把塑料做成金属质感。续航标称18小时，差不多吧，讲道理有点少，漫步者都是40小时起步。支持aptxhd，不支持ldac，也没有小金标，黑科技一点没有，气。配色好看。耳罩棉有异味，现在还没散完。开机后音量偏小，手机调到最大也不大，得手按耳机的音量，每次开机都会重置。有线连接音量正常。没送耳机包，抠门，我自己买了个。保修过短，森海塞尔和akg都是两年起，这只有一年。
5,这次入了大法的无线蓝牙耳机，感觉一般，可能之前用的BOSS耳机多了（试听），一下子入这个价位的耳机！要么我对他的要求和期望太高了！
5,:12.12时以720元买的，算是买了最贵的耳机，拆开包装，比想象中娶大，放在耳上软软的很舒服，冬天最好用品。以前都是一二佰的，这几天煲机和试听，感觉重低音音还可以，但比之前耳机好不了多少，我不知道是不是个坑，人家说万元之内听个响。现在还在煲，希望煲个好音色
4,这款耳机中规中矩吧，线控音质不知为啥觉得没有蓝牙好，而且耳机线很细很山寨的感觉，音质勉强对得起价格，没有特别惊艳的感觉，重低音效果还行但线控模式下无法使用重低音加强，而且无法通过耳机操控音量和接听电话，等于线控模式下只是单纯的耳机，通话也并不具备，塑感有点强，重量中等，长时间佩戴耳朵也不会疼，续航能力也行，每天晚上听歌一星期一冲，想挂在脖子上#的人就算了，会勒着喉咙不舒服，总体还行，就是连个二三十块的耳机包也没有送很不方便
5,总体来说还可以，就是有点大了。想给他卖掉换一个入耳式的。~
5,充值一波信仰，之前买过XB50BS和XB10，XB50BS用一年后开胶了，用还是能用的就是品相不好，XB10就买了一个听着不爽，干脆直接买个贵的，索尼的说明书是我目前买过东西里最容易理解的，一个字都没写，全是图片，非常方便，NFC直接连接手机，耳机都不用开机，配对，这耳机低音非常爽，尤其是按了ExtraBASS的按钮后，比XB50BS爽多了，而且头戴式耳机非常好的一点就是冬天可以当耳罩，冬天早上骑车去上学，耳朵太冻了，戴个耳机正好，地图上看派件员我是真的看着难受，在我家附近兜了好几次就是没给我送过来，后来我自己去拿的，总而言之，耳机很牛#，我很喜欢，下次再充值一波信仰
5,外观绝对漂亮，音质超乎想象。
3,毕竟是我买的第一款超过千元的耳机，我还是决定认真评价一下。1.外观上：整体是塑料材质，多少还是有点劣质的感觉，跟beats对比一下，质感完全就是两个level，怪不得那么多人买双B，但是好在比较大，不会显得很廉价，有种厚实的感觉。但正因为是包耳式的设计比较大，所以非常不适合出街，只能在地铁上和家里戴戴，因为挂在脖子上很碍事，会一直很下巴摩擦。最后来说绿色，虽然头顶一片绿有些奇怪，但是确实挺漂亮的！2.音质方面，比之前几十块百来块的耳机确实好太多了，解析力不错，重低音效果尤佳，高音比较一般，适合听流行和摇滚。人声可能差点，但好在漏音控制的还不错。但是那个手机端的app需要谷歌框架。3.降噪方面，这点就有些失望了，之前没用过降噪耳机，以为降噪的效果就是把外界噪声全部抵消掉，然而并不是，大的声音和人声还是降不了，就降了一些杂声，不知道更贵的耳机降噪是不是更好，而且所谓的三种模式并没有感觉到有什么差别。4，续航很持久，充一次电，每天听两个多小时，可以听一个多星期。5，另外耳机特别粘汗粘油，基本我每用一次都要擦一次。6，那么贵的耳机，连个耳机盒和耳机架都不送个，确实有点说不过去，总体有些失望。。
5,戴上挺舒服，但是耳机做工有点一般，质感不是很好，音质觉得也一般吧
5,拿到之后就立马在寝室听了一会，上耳第一感觉就是低音真的很足，开了重低音模式甚至有种冲头的感觉，音质方面也还行，等耳机煲开后应该还会好一点，总之这耳机买了不亏。
5,很棒的蓝牙耳机，头戴式可以提供优秀的音质，本身的低音效果已经很好，开启了自带的低音增强模式以后，低音更加强劲，在促销活动期间购买的价格方面比较实惠。
5,音质不错，除开信仰性价比完全没有。低音很好，需要稍微煲一下，10几个小时后，低音基本就有层次了，，觉得低音重的可以用手机端APP减低低音电频，这样你打开重低音就成了减低低音了。。不过我喜欢这个低音。高频其实不是差是被强大的低频覆盖了。这次买了3年全保，用着放心。
4,此用户未填写评价内容
5,之前用了ch500，感觉像玩具，好在轻便，但是夹耳朵，买了950，带了下，确实不一样，做工好很多，耳垫也大，全包裹，不夹头，重低音也给力，不错，这个价位也不是用来听音乐的，就是玩游戏看电影，确实不错！
5,试听还可以，重低音的特色很好，目前正在煲机中，千元下的耳机对我来说可以了，不会追求功能更多的并没有什么价值的耳机，买什么耳机注重的是自己的需要，并不是贵的功能多的一定适合自己，看自己需求了，购买的小伙伴可以多多考虑下，另外京东物流快的没的说，这就是一个企业强大的特点，索尼售后回答我的问题也很耐心感谢，以后会在追评使用情况和耳机质量如何
5,索尼大法好，双十一当天晚上订的，第二天中午就到了。**双十一当晚就断货了，在京东还便宜了三十元。音质没的说哦，耳机比较大，优点带上耳朵舒服，好看。黑色炫酷，低调，不装逼。
5,中午十一点买下午四点就到贼快低音依旧迅猛还是小时候的熟悉的味道颜值很不错，比beats的低音挺着舒服些
5,第一次买这么贵的耳机，和几十块钱的还是不一样的。废话。。。?，重低音有点感觉，要求不高，很好吧。
5,总体还是很满意的，本来打算换100ABN的，虽然没有金标和Idac，但是重低音效果很好，人声解析也不错。。。对于我这个木耳音质足够了！！毕竟今年推出的新款，我觉得挺值的。
5,先买了暮光红的，然后老婆喜欢，送给她了，黑色这款还是差个档次，一分钱一分货。
5,蓝色实物好炫，给儿子买的，他喜欢电音，我也喜欢低音效果好的，趁儿子还没放学，自己先享受一下。
5,不是发烧友，凑合用吧！感觉有点贵
5,耳机亮点在外观上，非常亮骚，很适合年轻人配戴。音质低音不错，中音不突出，高音穿透力也不是很好，但是也对得起这个价位，比较适合听听流行音乐，特别是摇滚重金属类的。
5,京东的快递没的说，我前天晚上10:30下的单，第二天中午就到了，快#，哈哈?耳机听了几天，感觉很震撼，我也听不出来个高音中音低音，反正听起来比手机自带的耳机爽，重低音模式也很带劲，这就足够了！而且同样的950，京东自营比旗舰店便宜400多，非常划算
5,送货速度非常快就是自己想要的那种耳麦刚开始耳朵?有点不适应之后就好了音质很好
5,很棒，音质真的很好。带着也很舒服！也不贵。带着打游戏也没问题
5,索尼大法的耳机，这个价位对得起品质，给孩子用的，挺好的
5,依照惯例先轻轻的说一声索尼大法好，姨夫的微笑由我们来守护，耳机浓浓的索味，一键重低音带你动次打次，这款解析感觉一般不知道是不是没有煲开的缘故，声场中规中矩算不上出色，其他各方面就都还行，在这个价位区间里这款还是相当有性价比的，绝对值这个价，买回去不后悔，做工细节各方面都很好，没有什么可去挑剔的，长时间佩戴也不会有任何不适，整体上来说很值很满意很开心
5,上一副耳机因为开太大音量当外放把左单元烧了，就选了这副耳机，不硌耳朵，开重低音后声音弹性和动感加强了许多而仍不显浑浊，另外这耳机足够大可以在外边当耳罩用
5,双十二买的，看了好久(?��?)，音质还可以（第一次买这么贵的），没怎么煲，不过听了一段时间感觉音质有提升。冬天包耳朵，出门必备神器啊！！！
5,兼容性还不错，下载软件后可以更加丰富化自己的听觉效果呢。没有电脑就用电宝的小功率插口充电啦。就是快递包装有些简陋就在包装盒外面套了袋子，都不放一些海绵垫。
5,首先说说物流吧，京东的配送真的是非常好，或许有些网友说京东自营的物品要贵些，应该是加了些配送费吧。配送的服务真心的不错。在说说这款耳机，今天刚到手，试听了一下，比我现有的都好，还得考虑音源的因素，这样的音色还是满意的，希望后续煲机之后会更好。不夹头，本人带眼镜，也未有感到不适，确实是戴上有些热，或许全包耳的都是这样的吧。蓝色连接很给力，没有断断续续的现象。未发现有什么不妥的地方，连线还没有试，满意的一次购物
5,总体上还不错，很好看，耳罩很软，不用担心戴久了耳朵会疼，缺点就是充电时间太长了，我用笔记本充从还剩一格电到充满指示灯熄灭要用6个小时，能听好久暂时还没计算过
5,真的是很好的耳机，这个950罩耳是非常舒服的图三的650就没有那么舒服了贼好用，sony大法赛高
5,音质好不好听不出来，感觉做工不错，设计的挺漂亮，京东自营放心点儿，包装也还不错，可惜没有耳机盒子或者套子，京东的速度还是没得说的
5,整体不错，期待使用更完美。
5,外观挺漂亮，感觉不错，五分好评，希望电池耐用一些，皮革不那么容易破就完美。物流也很快，京东是唯一一个还会打电话通知拿快递的了??????
5,耳机的低音是还不错，但是有点轰头，感觉不是我想要的那种，外观还可以比较大适合在家用。价格也是不便宜了。
5,音质没有想象中那么惊艳，红色外观漂亮，做工也还行
5,耳机嗨呢低音真心没的说在家里蹦迪吧就是带起来夹了不太紧其他还可以就是怕蹲下身子掉下地其他都不错很棒
5,打开外包装，里包装就是这样，明显二手货啊，***，超级不爽
4,昨天收到的，拆快递的时候没事，快递的袋子是好的，里面的包装盒居然是坏的，耳机还没有用，就闻起来有股怪味?这套路，也是第一次收到这种货，也是醉了，就这样吧，懒得退了。
5,送给老公的礼物，只有男生才会购买使用这款耳机，价格有点贵，双十一入手有活动还行，外观还可以，配送员也挺好。
5,之前买过一个黑色，又喜欢绿色的，比较大，适合男生，颜值高。不过买的时候899，现在居然double，JD价格真不靠谱。
5,试用了一段时间，重低音这震撼！音色清晰，待机手机长，不错的耳机！京东自营的产品值得信赖！
4,第一次买这么贵的耳机，暂时听不出比手机送的入耳式有多少区别。不过保修标签撕掉了，是不是别人退过的？
5,非常给力，低音效果很赞，一分钱一分货。大法从未让我失望。
5,"Sony大法没话说，家里好几个了，这个算最有性价比的了，虽说没降噪，但隔音效果非常不错，估计要听段时间更出色。相信sony,相信品质。"
5,很给力低音音效挺给力的值得推荐给大家我已经帮大家体验了带久了多少有点难受还能适应那个棉垫是记忆海绵挺舒服的
5,买的红色，听了几天来评价，不错没什么问题。入门耳机?。。
5,京东快递不行了啊，包装全部成这个样子了，耳机还可以
5,高端大气上档次，大法的产品就是不一样，不想其它品牌的骚艳贱货，#与无形之中，超赞。
5,音质不错，音域宽广，不愧是名牌，值得购买。
5,物流快，东西包装也很好没有挤压没有烂很不错，经常会来光顾的。
5,Sony的客服态度很好，不像~客服回复慢质量更不用说了
5,音质不错，比普通耳机强太多，尤其是打开重低音开关后，听起来非常爽；第二，主动降噪效果也很好，能够隔绝部分噪音，带上即使不播放音乐也非常安静了。最后，耳罩贴合脸部，能够包住整个耳朵，也不夹头，很舒服。总之，是一次满意的购物。
5,感觉还是不错的，蓝牙有线均可，方便
5,不错，不错，盘得劲了
5,买了一个月，主要是用来插电脑插手机，现在说说我的感受。外观方面，挺漂亮的，虽然大部分是塑料件，但是看起来很有质感，大法的东西拿到手里高端感满满。低频量过大，声场太小，高频和中频感觉被盖了过去，总的听起来很闷。佩戴舒适度很不错，不夹头，不压头，久戴不累。听起来不好，戴着舒适，续航不错，蓝牙顺畅
5,一如既往的信赖京东，非常好
5,完美，索尼永远不会让我失望。关于产品，首先basseffect算在这个价位里面不错的了，亮点是降噪效果也很可观，特别是在乘坐公交车时，能够消减一部分噪音。想要沉浸音乐体验而且预算在1000+的朋友可以考虑一下。另外，Sony产品之间是不是有优化啊，连上Walkman效果爆炸好（图为nw25hn）。总之，索尼大法好！
5,重低音功能很强大，听人声效果一般，可能是因为用手机听的原因，用个Hifi效果肯定会更好。开启app的音效模式还是很好用的。双十一6领揪入手的。佩戴舒适感还行，超过2小时还是会感觉有点闷头。中间顶部是金属银色的，要是全喷成黑色就更好看了。Sony的品质还是不错的。
5,音质不错，颜值就是正义！
5,第一次买超300的耳机，总体来说不错，个头有点大，冬天北方可以当耳罩了哈哈，外形不是很漂亮，中规中矩，重低音很不错符合我的要求，还没试过有线。
5,一直信仰大法，抗抗的
5,双十一买的，用了一个月再来评价的，我是双十一550到手的，用了一段时间，感觉还是不错的，值这个价！音质还不错，重低音效果也很好，不过没有特别亮眼的地方，如果你是特别追求高音质，高解析度的话，这款可能还不够，但是用来听歌玩游戏是绝对够的！
5,耳机效果非常好?听流行音乐、影视歌曲效果非常好??打开重低音，声音有些闷，可能跟所选的音乐风格有关糸吧！点体评价这款耳机还是非常不错的！款式年轻时尚，儿子戴着它，跑到三里屯转一圈，立马变音乐时尚达人??
5,索尼大法好，冬天出门再也不冻耳朵了！
5,用了两天才来评价，首先就是我买的京东自营的因为放心，所以价格比商店的贵了大概100多，音质在入门级里面是真的可以，现在还在煲机，已经煲了20多个小时了，煲完应该还能有所提升，值得入手
5,耳机还是不错的，音质感觉可以的，特别是低音方面，比入耳的好听
5,第一次买头戴式耳机，这也算我买的最贵的耳机了，索尼大法好，听着很震撼，感觉和以前很不一样，很棒
5,?没有理由说不好，挑不出一根刺
5,第一次买这么贵的耳机了，本人木耳，不懂专业的，音质方面挺满意，立体感比原来的耳机强多了，颜值也可以，电池续航有待测试，蓝牙和有线都很好，有线声音偏轻，不过很棒。不放歌有些许电流声，也就是底噪，不过并不是很在意，家里电视也是索尼的，比较喜欢这个品牌，双十一也就下手了，但是没有想象中降得多，总体挺满意（耳机内侧有个类似斑的污渍，直接用布擦不掉，下次沾点水试试）以后再追评补图吧。
5,东西还是很不错的，包装也很好，客户还是很满意的
5,不错，索尼大法就是好，第一次买这么贵的耳机！
5,音质很不错，音乐能听出原声，质感很好
5,尺寸戴着挺好，时间长也不夹耳朵，刚刚到手时候听，音质低音饱满高音中音一般，煲机大概一周左右，低音更加震撼，中音高音较圆润，更加中和，往后再煲，效果应该更好
5,正在煲机中，配戴比较舒服，热天应该会比较热，音质煲机后再试
5,耳机真心不错，买回来就迫不及待的试听，真是一听就不想取下来了。索尼的东西确实不错，非专业音乐制作人，这耳机足够听歌了，低音效果很不错，很饱满！物流也是超快的，零点下单，当天下午六点过就到了，大赞！
5,就怎么说verynice我一个入门级的感觉音质不错之后有好多种场景可以调nfc瞬间连上包装也贼好放心我不是托之后怎么说呢不要担心耳朵大怕盖不住完全没问题不要以为这个耳机只能听低音其实它低音和普通是两个模式可以调
5,冬天卧室躺被窝里看电影无线耳机必备，样式美观。台式机上装有蓝牙适配器，耳机连接很迅速。音质只能说一般，自认为和国产品牌200左右的耳机没什么区别。
5,宝贝很好，音质也很棒，外观也很漂亮，带起来很舒服，低音效果也很不错。
5,到货很快，感觉音效还算可以！开始还担心听不出七里香，担心完全多余
5,刚收到，感觉造型还不错。试了一下音质，很棒，也可能第一次用这种头戴式的，但是比入耳式的好很多是肯定的?。没买降噪的，还没试这款在嘈杂环境的效果。总体感觉物有所值。
5,耳机收到了，试了一下效果还不错，这个价位能有这个效果算是很满意了
5,此用户未填写评价内容
5,颜色很好看
5,帮朋友购买比在实体店看的优惠很多哈
5,蓝牙无线不错还可以吃鸡有线就是残次品，又不能语音还不能加特效充一次能听两天，看剧看电影都可以包耳的比压尔的好多了除非你头大
5,还行吧，就是带着不方便。卖了买耳塞吧&hellip;&hellip;
5,刚拿上还没怎么用，连接蓝牙设备上有点不方便，苹果连接到是挺快，安卓的话有点繁琐，可能是是因为连接次序的问题吧。不过不影响，正在煲机。
5,佩戴很舒服。。不会夹头。。我是戴眼镜的。。不会夹眼镜架。音质。木耳。基本也就听个响的程度。分不清多好的效果。不过重低音效果很棒。。总的来说。。很满意。。
5,又给家里人买了一副，真的很棒。
5,低音不错，适合听电音和流行音乐
5,索尼大法好，索尼大法妙，索尼大法呱呱叫?不说了，还有一大堆作业等着我呢?
5,除了待久耳朵有点闷其他方面很满意
5,因自己疏忽填的联系电话已停机，导致快递小哥晚上九点半又重新把货送到，在此很敬佩快递小哥的敬业精神。耳机从包装上可以看出是全新的，重低音对我这肿小白+木耳来说已达到预期要求。
5,没有任何问题，感觉特别好，用着很舒服，很喜欢
5,配了个蓝牙适配器连接台式机用的，目前一切很不错，降噪功能很好！蓝牙很方便！再也不用担心上厕所的问题了！��
5,索尼大法好，不知道和索尼xzp能否搭档好！
5,此用户未填写评价内容
5,听起来不错，可以试试了
5,第一次买头戴式蓝牙耳机，为了信仰，直接买的索尼。收到货后，很惊艳，简单试听了一下，感觉不错，后续看看使用情况再来评论。
5,两个字，完美。。。
5,真的很好的一个耳机
5,没得说，好的一匹。
5,用了快一个星期才给的评价音质不错特别喜欢重低音电池也挺不错的收到货到现在第一次充电外观漂亮耳机不重就是戴久了有点儿热
5,做工精致，戴在头上两耳感觉非常柔软舒适，但感觉有点闷热出汗，不知夏天使用会怎样。这款耳机音色很好，非常喜欢。
5,包装有一点点小变形蓝牙连的很快音质不错原来加州旅馆在一分五十七秒的时候还有一声咳嗽用耳机才听到的?煲机后再听试试
5,怎么说，我以为耳机和音响一样，并不是，跟原装苹果耳机效果一莫一样，就是隔音效果好不少，听歌品质没多大提升，在继续使用下，看看。
5,买来送给我师傅的生日礼物赶上活动优惠降了80块钱，开心的一批！师傅收到耳机也超级喜欢！?说音质还是索尼的好！很有成就感呢
5,说明书上说只能插在电脑上充电，可是我家没有电脑，现在和有着急，想去隔壁大妈家的电脑上充的话一次两次还好，但也不是长久之计，怕说我蹭她家电，为了良电我买台电脑当充电器又太奢侈了，唉这设计的我也是无语了，刚拆开时我说怎么没有配充电器，原来要电脑，总不能买耳机送电脑，唉，，怎么办，快没电了，急在线等！！！
5,耳机的重低音感觉不好听，关了，重低音听着感觉正常很多，音质也还好，耳朵戴着舒服，夏天的时候可能会有点热，无线蓝牙传输距离很好
5,第一次用sony的耳机，声音确实低频效果不错，适合磅礴大气的音乐，玩游戏和通话中规中矩，接线后音质有所提高，外形挺好看，对于这个价位还是挺满意的
5,此用户未填写评价内容
5,女生买个黑色也的确是很有勇气了。说说耳机，果然是主打重低音，人声部分的表现就有待提高了，用软件的人声加强可以弥补一点，这个价钱已经很不错了。
5,刚开始耳机很小声以为是耳机的问题，原来是耳机和手机的音量是分开调的，听电音开重低音效果是真的不错。
5,很好跑步不会掉
5,很好用，关键这价格还非常实惠！这个一定得好评！很好用，关键这价格还非常实惠！这个一定得好评！
5,用了半个多月，音质比刚买的时候提升很多。可以用手机或mp3自带的均衡器调整到最佳状态。
1,居然漏音！很大的那种！
5,非常好看蓝色大方音质也很稳定重低音效果超级赞的推荐给喜欢索尼的宝贝们
5,重低音很不错，音质清晰，没有杂音，手感也不错，不夹耳朵，选了好多款，还是选了这个，性价比很高，很满意，准备再买个送朋友
5,不错，音效挺好，就说怕掉漆
5,耳机重低音效果很明显，很喜欢。唯一不足之处是有点捂耳朵，夏天可能会出汗。总之除了贵一点其他都很好
5,发货太快了，上午下单，下午送达。Sony的音质没得说，用苹果下载App很方便，用华为手机，就得从官网下载应用程序。
5,刚收货！型仔！音质还算不错！
5,很不错，佩戴特别舒服，只是app上的电量显示一直不清楚，卡在70电量不动直到没电，这就很难受
5,连接速度非常快。音质在煲开后非常醇厚哈哈哈，这是我买过最贵的耳机了。。。索尼信仰，不会错的
4,这款音质还行吧，还要煲，夏天戴确实挺热的一会就都是汗。我想问为什么耳机里面不送耳塞这点不行。续航都挺给力的。后期在看吧！
5,音质不错，看评价购买的信得过
5,这个真的只是听电音还不错，脑袋可以给你轰晕，别的还是算了吧，可以说这个耳机算是交了学费?
5,用了这么久了，感觉还不错，就是很多功能必须蓝牙连接才能用，用有线连接就没法用，很尴尬?
5,东西包装完好，第一次连手机音量偏小，后来下了软件也不知道怎么的音量就正常了，音质不错。
5,1.找到这个快递要感谢我有一个冰雪聪明的女朋友～2.快递小哥以后干活要走点心哦～3.耳机还是不错滴?
5,其实不是买给自己的，不过，sony的应该是OK的，虽然不算贵。
3,难以忘记大学时从同学那里借过来的一台松下CD机，在汪峰的在雨中旋律响起时，彻底被这美妙的音质震撼了。十年过去了，为了当初的情怀，入手了大法。但是，这次完全没有当初的感觉，没有一点欣喜若狂之惊喜感。可能是年纪大了耳朵麻木了，又或者是看到某些盛赞的评论导致对这款大法期望太高有些失落吧。总之，还是那句话，千元以内耳机就是听个响，不要抱有太大期望，音质比手机自带耳机好不到那里。不然会像我一样，期望越大，失望越大。最后，双11买的，想退货，竟然不行，只好放二手市场了。
5,产品非常满意，音质超级好，听音乐很爽超级满意，儿子也喜欢听?
5,不错，满意，但是没赶上之前的史低有一丢丢难受
5,质量看上去不错，还没有煲机，效果还可以。
5,Sony耳机音质不错，特别是低压效果好还可以开关，值这价格！
5,第一次买这么贵的耳机，希望能够对得起价格，希望能够多用几年。
5,第一次买700价位的耳机，用起来非常舒服，不过有点大了，还有就是Sony大法好
5,第一次用这么高档的耳机，真的和普通手机耳机不一样，那是相当震撼的音效，外观也很帅气
5,总体来说还凑合要完美和在车上听的朋友就别买了优点是音质挺好缺点1这耳机夹耳朵不知道是不是我头大。。2这耳机在开启降噪模式的时候坐公交时车子一震动耳机就传来电流声小电流声关上降噪就没事了情况测试好多次了我去~查了下降噪耳机好像都有点这个毛病我也懒得返厂检修了有一点很不让人理解7天无理由退货如果拆塑封了就不给退我不拆塑封怎么知道这耳机有没有问题呢？
5,用了用感觉还可以，人声也没问题。就是耳机转的的地方有点松。
5,很好用的耳机，大小合适，使用方便，质量也很好，快递也很快～
5,第一次使用索尼大法，音质满意，戴着挺舒服的，这个性价比还是不错的，值得拥有。
5,第一次用索尼的耳机，价格在接受范围内，用来听电音真的是很带劲，索尼大法好！
5,音质特别好，送自己的生日礼物。???
5,一直在京东买东西，到货速度快，售后服务好，会一直光顾~
5,耳机不错，隔音差，这是产品特性，买降噪的会好一点。如果只想要音质可以入手。
5,很好物流很快同学推荐买的这款好评凑字领豆
5,这底噪，是上天和我开的玩笑吗，反感底噪的人还是不要买了，不过听说有线模式没底噪，懒的试了
5,耳机低音效果超好，物流也很快，一直买sony的耳机这次也十分满意。
5,不错，支持京东，#以后还是找小姐，别玩学生妹了，学生妹套路多！
5,低音可以，EDM蹦迪歌可以试试，不怎么夹耳朵，音质一般但是作为听这类音乐的耳机够了
5,好用。漂亮。使用起来方便。这个价格超值。
5,蛮不错的，对得起这个价格，称得上物美价廉，推荐大家买来试一试。
5,包装结实，耳机带着非常舒适，音质很好，低音强劲，续航时间长。
5,用了几天感觉很不错音质真的很好低音也可以
5,当奖品用的，没听，也不知道音质到底怎样
